date,state,district,pincode,demo_age_5_17,demo_age_17_
27-10-2025,Maharashtra,Mumbai Suburban,400086,3,18
27-10-2025,Maharashtra,Mumbai Suburban,400091,0,6
27-10-2025,Maharashtra,Mumbai Suburban,400102,0,20
27-10-2025,Maharashtra,Mumbai Suburban,400103,0,7
02-11-2025,Maharashtra,Mumbai Suburban,400049,1,8
21-12-2025,Maharashtra,Mumbai Suburban,400029,1,4
21-12-2025,Maharashtra,Mumbai Suburban,400043,5,36
21-12-2025,Maharashtra,Mumbai Suburban,400050,1,8
21-12-2025,Maharashtra,Mumbai Suburban,400056,1,4
21-12-2025,Maharashtra,Mumbai Suburban,400060,0,9
21-12-2025,Maharashtra,Mumbai Suburban,400066,3,17
21-12-2025,Maharashtra,Mumbai Suburban,400072,4,36
21-12-2025,Maharashtra,Mumbai Suburban,400086,1,8
21-12-2025,Maharashtra,Mumbai Suburban,400097,7,45
21-12-2025,Maharashtra,Mumbai Suburban,400102,2,13
21-12-2025,Maharashtra,Mumbai Suburban,400104,2,20
22-12-2025,Maharashtra,Mumbai Suburban,400029,1,6
22-12-2025,Maharashtra,Mumbai Suburban,400071,4,32
22-12-2025,Maharashtra,Mumbai Suburban,400079,2,12
22-12-2025,Maharashtra,Mumbai Suburban,400098,0,4
22-12-2025,Maharashtra,Mumbai Suburban,400103,3,12
22-12-2025,Maharashtra,Mumbai Suburban,400104,4,60
15-12-2025,Maharashtra,Mumbai Suburban,400050,2,26
15-12-2025,Maharashtra,Mumbai Suburban,400058,2,32
15-12-2025,Maharashtra,Mumbai Suburban,400068,5,53
15-12-2025,Maharashtra,Mumbai Suburban,400071,1,32
15-12-2025,Maharashtra,Mumbai Suburban,400078,6,45
15-12-2025,Maharashtra,Mumbai Suburban,400079,1,5
15-12-2025,Maharashtra,Mumbai Suburban,400082,0,6
15-12-2025,Maharashtra,Mumbai Suburban,400083,1,23
15-12-2025,Maharashtra,Mumbai Suburban,400088,10,26
15-12-2025,Maharashtra,Mumbai Suburban,400093,0,27
15-12-2025,Maharashtra,Mumbai Suburban,400094,1,0
15-12-2025,Maharashtra,Mumbai Suburban,400103,1,12
15-12-2025,Maharashtra,Mumbai Suburban,400104,2,50
09-12-2025,Maharashtra,Mumbai Suburban,400029,0,9
09-12-2025,Maharashtra,Mumbai Suburban,400052,0,5
09-12-2025,Maharashtra,Mumbai Suburban,400055,2,18
09-12-2025,Maharashtra,Mumbai Suburban,400057,1,14
09-12-2025,Maharashtra,Mumbai Suburban,400064,6,22
09-12-2025,Maharashtra,Mumbai Suburban,400071,3,34
09-12-2025,Maharashtra,Mumbai Suburban,400074,1,29
09-12-2025,Maharashtra,Mumbai Suburban,400086,4,28
09-12-2025,Maharashtra,Mumbai Suburban,400098,1,6
09-12-2025,Maharashtra,Mumbai Suburban,400099,1,14
09-12-2025,Maharashtra,Mumbai Suburban,400103,3,14
09-12-2025,Maharashtra,Mumbai Suburban,400104,10,48
08-12-2025,Maharashtra,Mumbai Suburban,400065,1,18
08-12-2025,Maharashtra,Mumbai Suburban,400068,9,62
08-12-2025,Maharashtra,Mumbai Suburban,400071,4,25
08-12-2025,Maharashtra,Mumbai Suburban,400076,1,8
08-12-2025,Maharashtra,Mumbai Suburban,400077,0,14
08-12-2025,Maharashtra,Mumbai Suburban,400079,3,5
08-12-2025,Maharashtra,Mumbai Suburban,400083,1,13
08-12-2025,Maharashtra,Mumbai Suburban,400091,1,17
08-12-2025,Maharashtra,Mumbai Suburban,400092,0,31
08-12-2025,Maharashtra,Mumbai Suburban,400097,4,58
08-12-2025,Maharashtra,Mumbai Suburban,400099,0,13
08-12-2025,Maharashtra,Mumbai Suburban,400101,0,43
11-12-2025,Maharashtra,Mumbai Suburban,400029,0,8
11-12-2025,Maharashtra,Mumbai Suburban,400043,8,79
11-12-2025,Maharashtra,Mumbai Suburban,400063,4,19
11-12-2025,Maharashtra,Mumbai Suburban,400069,1,10
11-12-2025,Maharashtra,Mumbai Suburban,400070,8,36
11-12-2025,Maharashtra,Mumbai Suburban,400088,4,31
11-12-2025,Maharashtra,Mumbai Suburban,400089,0,13
11-12-2025,Maharashtra,Mumbai Suburban,400094,1,14
12-12-2025,Maharashtra,Mumbai Suburban,400049,0,10
12-12-2025,Maharashtra,Mumbai Suburban,400050,2,17
12-12-2025,Maharashtra,Mumbai Suburban,400052,0,8
12-12-2025,Maharashtra,Mumbai Suburban,400066,2,37
12-12-2025,Maharashtra,Mumbai Suburban,400067,3,62
12-12-2025,Maharashtra,Mumbai Suburban,400068,4,51
12-12-2025,Maharashtra,Mumbai Suburban,400072,8,24
12-12-2025,Maharashtra,Mumbai Suburban,400076,2,18
12-12-2025,Maharashtra,Mumbai Suburban,400082,0,1
12-12-2025,Maharashtra,Mumbai Suburban,400084,0,5
12-12-2025,Maharashtra,Mumbai Suburban,400088,3,31
12-12-2025,Maharashtra,Mumbai Suburban,400089,1,12
12-12-2025,Maharashtra,Mumbai Suburban,400093,4,19
12-12-2025,Maharashtra,Mumbai Suburban,400095,2,53
20-12-2025,Maharashtra,Mumbai Suburban,400049,2,6
20-12-2025,Maharashtra,Mumbai Suburban,400060,3,16
20-12-2025,Maharashtra,Mumbai Suburban,400064,2,18
20-12-2025,Maharashtra,Mumbai Suburban,400065,2,11
20-12-2025,Maharashtra,Mumbai Suburban,400067,5,46
20-12-2025,Maharashtra,Mumbai Suburban,400075,2,38
20-12-2025,Maharashtra,Mumbai Suburban,400081,3,19
20-12-2025,Maharashtra,Mumbai Suburban,400084,1,9
20-12-2025,Maharashtra,Mumbai Suburban,400089,0,5
20-12-2025,Maharashtra,Mumbai Suburban,400102,3,41
13-12-2025,Maharashtra,Mumbai Suburban,400042,0,7
13-12-2025,Maharashtra,Mumbai Suburban,400056,0,8
13-12-2025,Maharashtra,Mumbai Suburban,400064,3,12
13-12-2025,Maharashtra,Mumbai Suburban,400068,5,42
13-12-2025,Maharashtra,Mumbai Suburban,400069,1,7
13-12-2025,Maharashtra,Mumbai Suburban,400076,7,17
13-12-2025,Maharashtra,Mumbai Suburban,400091,0,12
13-12-2025,Maharashtra,Mumbai Suburban,400092,0,24
13-12-2025,Maharashtra,Mumbai Suburban,400093,1,15
13-12-2025,Maharashtra,Mumbai Suburban,400097,8,47
13-12-2025,Maharashtra,Mumbai Suburban,400098,1,2
13-12-2025,Maharashtra,Mumbai Suburban,400102,7,38
13-12-2025,Maharashtra,Mumbai Suburban,400103,0,8
14-12-2025,Maharashtra,Mumbai Suburban,400053,1,16
14-12-2025,Maharashtra,Mumbai Suburban,400058,1,12
14-12-2025,Maharashtra,Mumbai Suburban,400060,2,6
14-12-2025,Maharashtra,Mumbai Suburban,400066,3,16
14-12-2025,Maharashtra,Mumbai Suburban,400067,0,19
14-12-2025,Maharashtra,Mumbai Suburban,400070,4,15
14-12-2025,Maharashtra,Mumbai Suburban,400072,2,35
14-12-2025,Maharashtra,Mumbai Suburban,400078,1,12
14-12-2025,Maharashtra,Mumbai Suburban,400082,0,1
14-12-2025,Maharashtra,Mumbai Suburban,400087,0,1
14-12-2025,Maharashtra,Mumbai Suburban,400091,0,3
14-12-2025,Maharashtra,Mumbai Suburban,400095,1,18
17-12-2025,Maharashtra,Mumbai Suburban,400024,0,7
17-12-2025,Maharashtra,Mumbai Suburban,400043,5,86
17-12-2025,Maharashtra,Mumbai Suburban,400050,0,15
17-12-2025,Maharashtra,Mumbai Suburban,400054,0,11
17-12-2025,Maharashtra,Mumbai Suburban,400057,1,8
17-12-2025,Maharashtra,Mumbai Suburban,400064,2,18
17-12-2025,Maharashtra,Mumbai Suburban,400068,1,37
17-12-2025,Maharashtra,Mumbai Suburban,400074,1,21
17-12-2025,Maharashtra,Mumbai Suburban,400080,0,37
17-12-2025,Maharashtra,Mumbai Suburban,400086,3,14
17-12-2025,Maharashtra,Mumbai Suburban,400089,1,16
17-12-2025,Maharashtra,Mumbai Suburban,400092,6,21
16-12-2025,Maharashtra,Mumbai Suburban,400054,1,16
16-12-2025,Maharashtra,Mumbai Suburban,400066,1,28
16-12-2025,Maharashtra,Mumbai Suburban,400070,7,52
16-12-2025,Maharashtra,Mumbai Suburban,400071,4,27
16-12-2025,Maharashtra,Mumbai Suburban,400076,1,16
16-12-2025,Maharashtra,Mumbai Suburban,400089,1,10
16-12-2025,Maharashtra,Mumbai Suburban,400103,2,12
10-12-2025,Maharashtra,Mumbai Suburban,400024,0,17
10-12-2025,Maharashtra,Mumbai Suburban,400042,0,8
10-12-2025,Maharashtra,Mumbai Suburban,400050,1,16
10-12-2025,Maharashtra,Mumbai Suburban,400067,3,52
10-12-2025,Maharashtra,Mumbai Suburban,400078,6,39
10-12-2025,Maharashtra,Mumbai Suburban,400081,1,14
10-12-2025,Maharashtra,Mumbai Suburban,400094,0,2
10-12-2025,Maharashtra,Mumbai Suburban,400097,9,55
10-12-2025,Maharashtra,Mumbai Suburban,400101,6,50
28-12-2025,Maharashtra,Mumbai Suburban,400064,7,29
28-12-2025,Maharashtra,Mumbai Suburban,400070,5,58
28-12-2025,Maharashtra,Mumbai Suburban,400077,1,20
28-12-2025,Maharashtra,Mumbai Suburban,400078,6,37
28-12-2025,Maharashtra,Mumbai Suburban,400091,1,7
28-12-2025,Maharashtra,Mumbai Suburban,400093,3,29
28-12-2025,Maharashtra,Mumbai Suburban,400102,4,62
28-12-2025,Maharashtra,Mumbai Suburban,400104,2,54
29-12-2025,Maharashtra,Mumbai Suburban,400059,0,19
29-12-2025,Maharashtra,Mumbai Suburban,400060,0,19
29-12-2025,Maharashtra,Mumbai Suburban,400065,1,16
29-12-2025,Maharashtra,Mumbai Suburban,400067,1,54
29-12-2025,Maharashtra,Mumbai Suburban,400070,0,35
29-12-2025,Maharashtra,Mumbai Suburban,400076,1,9
29-12-2025,Maharashtra,Mumbai Suburban,400086,3,30
29-12-2025,Maharashtra,Mumbai Suburban,400089,0,15
29-12-2025,Maharashtra,Mumbai Suburban,400099,0,14
29-12-2025,Maharashtra,Mumbai Suburban,400102,8,36
29-12-2025,Maharashtra,Mumbai Suburban,400104,3,49
18-12-2025,Maharashtra,Mumbai Suburban,400049,0,5
18-12-2025,Maharashtra,Mumbai Suburban,400058,2,40
18-12-2025,Maharashtra,Mumbai Suburban,400065,2,19
18-12-2025,Maharashtra,Mumbai Suburban,400066,2,27
18-12-2025,Maharashtra,Mumbai Suburban,400069,0,20
18-12-2025,Maharashtra,Mumbai Suburban,400072,9,43
18-12-2025,Maharashtra,Mumbai Suburban,400074,3,19
18-12-2025,Maharashtra,Mumbai Suburban,400086,5,22
18-12-2025,Maharashtra,Mumbai Suburban,400087,1,3
18-12-2025,Maharashtra,Mumbai Suburban,400089,0,12
18-12-2025,Maharashtra,Mumbai Suburban,400099,1,14
03-12-2025,Maharashtra,Mumbai Suburban,400055,1,30
03-12-2025,Maharashtra,Mumbai Suburban,400056,0,9
03-12-2025,Maharashtra,Mumbai Suburban,400057,0,14
03-12-2025,Maharashtra,Mumbai Suburban,400058,1,26
03-12-2025,Maharashtra,Mumbai Suburban,400071,2,25
03-12-2025,Maharashtra,Mumbai Suburban,400078,4,36
03-12-2025,Maharashtra,Mumbai Suburban,400086,1,21
03-12-2025,Maharashtra,Mumbai Suburban,400089,0,15
03-12-2025,Maharashtra,Mumbai Suburban,400091,0,7
03-12-2025,Maharashtra,Mumbai Suburban,400095,4,44
03-12-2025,Maharashtra,Mumbai Suburban,400099,0,13
06-12-2025,Maharashtra,Mumbai Suburban,400024,1,4
06-12-2025,Maharashtra,Mumbai Suburban,400061,1,11
06-12-2025,Maharashtra,Mumbai Suburban,400063,3,20
06-12-2025,Maharashtra,Mumbai Suburban,400066,4,35
06-12-2025,Maharashtra,Mumbai Suburban,400074,3,15
06-12-2025,Maharashtra,Mumbai Suburban,400083,0,14
06-12-2025,Maharashtra,Mumbai Suburban,400088,3,13
06-12-2025,Maharashtra,Mumbai Suburban,400094,1,8
06-12-2025,Maharashtra,Mumbai Suburban,400097,3,58
05-12-2025,Maharashtra,Mumbai Suburban,400024,1,7
05-12-2025,Maharashtra,Mumbai Suburban,400043,2,77
05-12-2025,Maharashtra,Mumbai Suburban,400052,0,10
05-12-2025,Maharashtra,Mumbai Suburban,400056,1,8
05-12-2025,Maharashtra,Mumbai Suburban,400067,3,58
05-12-2025,Maharashtra,Mumbai Suburban,400075,1,19
05-12-2025,Maharashtra,Mumbai Suburban,400076,0,6
05-12-2025,Maharashtra,Mumbai Suburban,400078,4,23
05-12-2025,Maharashtra,Mumbai Suburban,400086,2,28
05-12-2025,Maharashtra,Mumbai Suburban,400092,0,32
05-12-2025,Maharashtra,Mumbai Suburban,400097,8,63
05-12-2025,Maharashtra,Mumbai Suburban,400104,0,23
04-12-2025,Maharashtra,Mumbai Suburban,400051,2,20
04-12-2025,Maharashtra,Mumbai Suburban,400060,2,17
04-12-2025,Maharashtra,Mumbai Suburban,400061,1,15
04-12-2025,Maharashtra,Mumbai Suburban,400064,1,19
04-12-2025,Maharashtra,Mumbai Suburban,400068,3,52
04-12-2025,Maharashtra,Mumbai Suburban,400070,3,47
04-12-2025,Maharashtra,Mumbai Suburban,400083,1,18
04-12-2025,Maharashtra,Mumbai Suburban,400087,0,2
04-12-2025,Maharashtra,Mumbai Suburban,400103,1,13
04-12-2025,Maharashtra,Mumbai Suburban,400104,1,51
07-12-2025,Maharashtra,Mumbai Suburban,400029,1,1
07-12-2025,Maharashtra,Mumbai Suburban,400043,4,30
07-12-2025,Maharashtra,Mumbai Suburban,400052,0,1
07-12-2025,Maharashtra,Mumbai Suburban,400053,2,12
07-12-2025,Maharashtra,Mumbai Suburban,400054,0,1
07-12-2025,Maharashtra,Mumbai Suburban,400059,2,5
07-12-2025,Maharashtra,Mumbai Suburban,400064,1,17
07-12-2025,Maharashtra,Mumbai Suburban,400066,1,15
07-12-2025,Maharashtra,Mumbai Suburban,400067,4,24
07-12-2025,Maharashtra,Mumbai Suburban,400068,1,22
07-12-2025,Maharashtra,Mumbai Suburban,400071,0,8
07-12-2025,Maharashtra,Mumbai Suburban,400075,1,12
07-12-2025,Maharashtra,Mumbai Suburban,400084,0,7
10-11-2025,Maharashtra,Mumbai Suburban,400052,2,13
10-11-2025,Maharashtra,Mumbai Suburban,400075,3,15
10-11-2025,Maharashtra,Mumbai Suburban,400084,1,8
10-11-2025,Maharashtra,Mumbai Suburban,400086,3,18
10-11-2025,Maharashtra,Mumbai Suburban,400087,1,6
10-11-2025,Maharashtra,Mumbai Suburban,400097,5,45
10-11-2025,Maharashtra,Mumbai Suburban,400102,2,34
10-11-2025,Maharashtra,Mumbai Suburban,400104,3,40
09-11-2025,Maharashtra,Mumbai Suburban,400029,0,1
09-11-2025,Maharashtra,Mumbai Suburban,400043,8,29
09-11-2025,Maharashtra,Mumbai Suburban,400052,0,2
09-11-2025,Maharashtra,Mumbai Suburban,400057,0,1
09-11-2025,Maharashtra,Mumbai Suburban,400058,0,5
09-11-2025,Maharashtra,Mumbai Suburban,400059,3,15
09-11-2025,Maharashtra,Mumbai Suburban,400063,0,5
09-11-2025,Maharashtra,Mumbai Suburban,400066,2,18
09-11-2025,Maharashtra,Mumbai Suburban,400068,2,17
09-11-2025,Maharashtra,Mumbai Suburban,400072,9,32
09-11-2025,Maharashtra,Mumbai Suburban,400092,0,16
09-11-2025,Maharashtra,Mumbai Suburban,400099,0,1
11-11-2025,Maharashtra,Mumbai Suburban,400055,0,24
11-11-2025,Maharashtra,Mumbai Suburban,400069,3,9
11-11-2025,Maharashtra,Mumbai Suburban,400076,1,14
11-11-2025,Maharashtra,Mumbai Suburban,400077,0,23
11-11-2025,Maharashtra,Mumbai Suburban,400082,1,2
11-11-2025,Maharashtra,Mumbai Suburban,400088,7,40
11-11-2025,Maharashtra,Mumbai Suburban,400092,1,32
11-11-2025,Maharashtra,Mumbai Suburban,400095,5,33
11-11-2025,Maharashtra,Mumbai Suburban,400097,5,57
11-11-2025,Maharashtra,Mumbai Suburban,400101,2,26
11-11-2025,Maharashtra,Mumbai Suburban,400103,0,19
04-11-2025,Maharashtra,Mumbai Suburban,400052,0,7
04-11-2025,Maharashtra,Mumbai Suburban,400060,1,22
04-11-2025,Maharashtra,Mumbai Suburban,400084,3,9
04-11-2025,Maharashtra,Mumbai Suburban,400093,3,15
05-11-2025,Maharashtra,Mumbai Suburban,400024,2,5
05-11-2025,Maharashtra,Mumbai Suburban,400055,3,17
05-11-2025,Maharashtra,Mumbai Suburban,400056,1,8
05-11-2025,Maharashtra,Mumbai Suburban,400068,5,37
05-11-2025,Maharashtra,Mumbai Suburban,400078,1,24
05-11-2025,Maharashtra,Mumbai Suburban,400081,2,8
05-11-2025,Maharashtra,Mumbai Suburban,400086,0,19
05-11-2025,Maharashtra,Mumbai Suburban,400089,0,5
05-11-2025,Maharashtra,Mumbai Suburban,400091,0,6
05-11-2025,Maharashtra,Mumbai Suburban,400092,2,17
05-11-2025,Maharashtra,Mumbai Suburban,400093,2,10
05-11-2025,Maharashtra,Mumbai Suburban,400098,0,4
05-11-2025,Maharashtra,Mumbai Suburban,400101,2,44
06-11-2025,Maharashtra,Mumbai Suburban,400024,1,18
06-11-2025,Maharashtra,Mumbai Suburban,400042,0,8
06-11-2025,Maharashtra,Mumbai Suburban,400053,2,26
06-11-2025,Maharashtra,Mumbai Suburban,400060,1,22
06-11-2025,Maharashtra,Mumbai Suburban,400065,1,19
06-11-2025,Maharashtra,Mumbai Suburban,400074,9,33
06-11-2025,Maharashtra,Mumbai Suburban,400077,0,17
06-11-2025,Maharashtra,Mumbai Suburban,400078,2,47
06-11-2025,Maharashtra,Mumbai Suburban,400082,3,3
06-11-2025,Maharashtra,Mumbai Suburban,400084,1,11
06-11-2025,Maharashtra,Mumbai Suburban,400099,2,11
06-11-2025,Maharashtra,Mumbai Suburban,400103,0,8
07-11-2025,Maharashtra,Mumbai Suburban,400050,4,21
07-11-2025,Maharashtra,Mumbai Suburban,400053,2,32
07-11-2025,Maharashtra,Mumbai Suburban,400054,1,13
07-11-2025,Maharashtra,Mumbai Suburban,400055,1,23
07-11-2025,Maharashtra,Mumbai Suburban,400056,2,18
07-11-2025,Maharashtra,Mumbai Suburban,400061,2,14
07-11-2025,Maharashtra,Mumbai Suburban,400065,2,18
07-11-2025,Maharashtra,Mumbai Suburban,400067,7,65
07-11-2025,Maharashtra,Mumbai Suburban,400076,3,6
07-11-2025,Maharashtra,Mumbai Suburban,400078,2,33
07-11-2025,Maharashtra,Mumbai Suburban,400082,1,2
07-11-2025,Maharashtra,Mumbai Suburban,400084,0,7
07-11-2025,Maharashtra,Mumbai Suburban,400096,0,1
07-11-2025,Maharashtra,Mumbai Suburban,400103,2,12
08-11-2025,Maharashtra,Mumbai Suburban,400029,0,2
08-11-2025,Maharashtra,Mumbai Suburban,400049,0,4
08-11-2025,Maharashtra,Mumbai Suburban,400052,0,7
08-11-2025,Maharashtra,Mumbai Suburban,400053,2,19
08-11-2025,Maharashtra,Mumbai Suburban,400054,2,16
08-11-2025,Maharashtra,Mumbai Suburban,400058,2,21
08-11-2025,Maharashtra,Mumbai Suburban,400063,2,22
08-11-2025,Maharashtra,Mumbai Suburban,400067,10,45
08-11-2025,Maharashtra,Mumbai Suburban,400076,0,16
08-11-2025,Maharashtra,Mumbai Suburban,400083,3,16
08-11-2025,Maharashtra,Mumbai Suburban,400087,0,7
08-11-2025,Maharashtra,Mumbai Suburban,400098,0,1
08-11-2025,Maharashtra,Mumbai Suburban,400101,3,73
08-11-2025,Maharashtra,Mumbai Suburban,400103,0,9
12-11-2025,Maharashtra,Mumbai Suburban,400043,10,77
12-11-2025,Maharashtra,Mumbai Suburban,400053,0,19
12-11-2025,Maharashtra,Mumbai Suburban,400055,2,31
12-11-2025,Maharashtra,Mumbai Suburban,400059,2,18
12-11-2025,Maharashtra,Mumbai Suburban,400061,0,14
12-11-2025,Maharashtra,Mumbai Suburban,400064,0,20
12-11-2025,Maharashtra,Mumbai Suburban,400068,4,61
12-11-2025,Maharashtra,Mumbai Suburban,400074,3,23
12-11-2025,Maharashtra,Mumbai Suburban,400075,3,17
12-11-2025,Maharashtra,Mumbai Suburban,400077,0,15
12-11-2025,Maharashtra,Mumbai Suburban,400084,2,8
12-11-2025,Maharashtra,Mumbai Suburban,400088,5,23
12-11-2025,Maharashtra,Mumbai Suburban,400093,2,10
12-11-2025,Maharashtra,Mumbai Suburban,400099,0,9
13-11-2025,Maharashtra,Mumbai Suburban,400058,1,25
13-11-2025,Maharashtra,Mumbai Suburban,400064,3,21
13-11-2025,Maharashtra,Mumbai Suburban,400065,2,19
13-11-2025,Maharashtra,Mumbai Suburban,400074,2,18
13-11-2025,Maharashtra,Mumbai Suburban,400076,1,7
13-11-2025,Maharashtra,Mumbai Suburban,400088,5,31
13-11-2025,Maharashtra,Mumbai Suburban,400089,0,6
13-11-2025,Maharashtra,Mumbai Suburban,400092,1,27
13-11-2025,Maharashtra,Mumbai Suburban,400095,5,25
14-11-2025,Maharashtra,Mumbai Suburban,400024,0,10
14-11-2025,Maharashtra,Mumbai Suburban,400029,0,7
14-11-2025,Maharashtra,Mumbai Suburban,400043,8,87
14-11-2025,Maharashtra,Mumbai Suburban,400052,1,2
14-11-2025,Maharashtra,Mumbai Suburban,400053,2,29
14-11-2025,Maharashtra,Mumbai Suburban,400065,0,17
14-11-2025,Maharashtra,Mumbai Suburban,400070,7,47
14-11-2025,Maharashtra,Mumbai Suburban,400074,1,27
14-11-2025,Maharashtra,Mumbai Suburban,400076,0,5
14-11-2025,Maharashtra,Mumbai Suburban,400088,2,15
14-11-2025,Maharashtra,Mumbai Suburban,400101,1,24
14-11-2025,Maharashtra,Mumbai Suburban,400103,0,11
31-12-2025,Maharashtra,Mumbai Suburban,400050,2,7
31-12-2025,Maharashtra,Mumbai Suburban,400052,1,3
31-12-2025,Maharashtra,Mumbai Suburban,400054,2,12
31-12-2025,Maharashtra,Mumbai Suburban,400057,0,9
31-12-2025,Maharashtra,Mumbai Suburban,400059,3,13
31-12-2025,Maharashtra,Mumbai Suburban,400060,1,11
31-12-2025,Maharashtra,Mumbai Suburban,400072,3,37
31-12-2025,Maharashtra,Mumbai Suburban,400078,2,20
31-12-2025,Maharashtra,Mumbai Suburban,400079,3,6
31-12-2025,Maharashtra,Mumbai Suburban,400093,2,13
31-12-2025,Maharashtra,Mumbai Suburban,400094,4,5
31-12-2025,Maharashtra,Mumbai Suburban,400098,0,3
31-12-2025,Maharashtra,Mumbai Suburban,400101,2,33
25-12-2025,Maharashtra,Mumbai Suburban,400069,1,7
25-12-2025,Maharashtra,Mumbai Suburban,400072,4,38
25-12-2025,Maharashtra,Mumbai Suburban,400077,3,12
25-12-2025,Maharashtra,Mumbai Suburban,400083,0,11
25-12-2025,Maharashtra,Mumbai Suburban,400089,0,4
25-12-2025,Maharashtra,Mumbai Suburban,400092,1,13
26-12-2025,Maharashtra,Mumbai Suburban,400057,0,6
26-12-2025,Maharashtra,Mumbai Suburban,400060,1,19
26-12-2025,Maharashtra,Mumbai Suburban,400068,3,41
26-12-2025,Maharashtra,Mumbai Suburban,400069,4,18
26-12-2025,Maharashtra,Mumbai Suburban,400070,3,23
26-12-2025,Maharashtra,Mumbai Suburban,400075,2,21
26-12-2025,Maharashtra,Mumbai Suburban,400077,1,20
26-12-2025,Maharashtra,Mumbai Suburban,400081,0,21
26-12-2025,Maharashtra,Mumbai Suburban,400099,0,11
26-12-2025,Maharashtra,Mumbai Suburban,400101,3,50
01-01-2026,Maharashtra,Mumbai Suburban,400043,6,50
01-01-2026,Maharashtra,Mumbai Suburban,400051,1,11
01-01-2026,Maharashtra,Mumbai Suburban,400053,2,10
01-01-2026,Maharashtra,Mumbai Suburban,400054,1,6
01-01-2026,Maharashtra,Mumbai Suburban,400055,1,16
01-01-2026,Maharashtra,Mumbai Suburban,400056,1,4
01-01-2026,Maharashtra,Mumbai Suburban,400059,1,10
01-01-2026,Maharashtra,Mumbai Suburban,400061,1,7
01-01-2026,Maharashtra,Mumbai Suburban,400066,0,14
01-01-2026,Maharashtra,Mumbai Suburban,400069,0,5
01-01-2026,Maharashtra,Mumbai Suburban,400077,0,2
01-01-2026,Maharashtra,Mumbai Suburban,400078,0,18
01-01-2026,Maharashtra,Mumbai Suburban,400084,2,4
01-01-2026,Maharashtra,Mumbai Suburban,400086,3,16
01-01-2026,Maharashtra,Mumbai Suburban,400093,0,8
01-01-2026,Maharashtra,Mumbai Suburban,400097,2,33
01-01-2026,Maharashtra,Mumbai Suburban,400098,0,4
01-01-2026,Maharashtra,Mumbai Suburban,400099,0,6
24-12-2025,Maharashtra,Mumbai Suburban,400049,0,4
24-12-2025,Maharashtra,Mumbai Suburban,400051,0,20
24-12-2025,Maharashtra,Mumbai Suburban,400052,0,14
24-12-2025,Maharashtra,Mumbai Suburban,400063,3,20
24-12-2025,Maharashtra,Mumbai Suburban,400074,5,28
24-12-2025,Maharashtra,Mumbai Suburban,400077,1,12
24-12-2025,Maharashtra,Mumbai Suburban,400078,7,28
24-12-2025,Maharashtra,Mumbai Suburban,400081,1,19
24-12-2025,Maharashtra,Mumbai Suburban,400084,0,13
24-12-2025,Maharashtra,Mumbai Suburban,400091,1,11
24-12-2025,Maharashtra,Mumbai Suburban,400094,0,12
24-12-2025,Maharashtra,Mumbai Suburban,400095,11,41
24-12-2025,Maharashtra,Mumbai Suburban,400098,0,4
24-12-2025,Maharashtra,Mumbai Suburban,400104,6,59
27-12-2025,Maharashtra,Mumbai Suburban,400051,3,16
27-12-2025,Maharashtra,Mumbai Suburban,400060,2,15
27-12-2025,Maharashtra,Mumbai Suburban,400061,0,8
27-12-2025,Maharashtra,Mumbai Suburban,400065,1,16
27-12-2025,Maharashtra,Mumbai Suburban,400069,3,9
27-12-2025,Maharashtra,Mumbai Suburban,400079,1,5
27-12-2025,Maharashtra,Mumbai Suburban,400080,3,29
27-12-2025,Maharashtra,Mumbai Suburban,400081,1,11
27-12-2025,Maharashtra,Mumbai Suburban,400094,0,9
02-01-2026,Maharashtra,Mumbai Suburban,400043,17,86
02-01-2026,Maharashtra,Mumbai Suburban,400052,0,12
02-01-2026,Maharashtra,Mumbai Suburban,400056,1,7
02-01-2026,Maharashtra,Mumbai Suburban,400087,0,3
02-01-2026,Maharashtra,Mumbai Suburban,400094,4,11
02-01-2026,Maharashtra,Mumbai Suburban,400097,12,62
02-01-2026,Maharashtra,Mumbai Suburban,400101,8,62
03-01-2026,Maharashtra,Mumbai Suburban,400049,0,3
03-01-2026,Maharashtra,Mumbai Suburban,400053,1,4
03-01-2026,Maharashtra,Mumbai Suburban,400054,1,3
03-01-2026,Maharashtra,Mumbai Suburban,400067,2,9
03-01-2026,Maharashtra,Mumbai Suburban,400069,0,1
03-01-2026,Maharashtra,Mumbai Suburban,400078,0,4
03-01-2026,Maharashtra,Mumbai Suburban,400082,0,3
03-01-2026,Maharashtra,Mumbai Suburban,400089,1,0
03-01-2026,Maharashtra,Mumbai Suburban,400102,2,7
23-12-2025,Maharashtra,Mumbai Suburban,400024,1,10
23-12-2025,Maharashtra,Mumbai Suburban,400050,2,14
23-12-2025,Maharashtra,Mumbai Suburban,400059,3,16
23-12-2025,Maharashtra,Mumbai Suburban,400065,2,24
23-12-2025,Maharashtra,Mumbai Suburban,400066,5,37
23-12-2025,Maharashtra,Mumbai Suburban,400075,2,27
23-12-2025,Maharashtra,Mumbai Suburban,400084,0,10
23-12-2025,Maharashtra,Mumbai Suburban,400094,1,6
23-12-2025,Maharashtra,Mumbai Suburban,400097,3,54
23-12-2025,Maharashtra,Mumbai Suburban,400098,2,1
19-12-2025,Maharashtra,Mumbai Suburban,400051,1,27
19-12-2025,Maharashtra,Mumbai Suburban,400064,5,26
